Name,Description,Type,Business Topic,Geography,Certifications,Additional Experience,Diversity,Engagement Model,Industries,Languages,URL
HMS Analytical Software GmbH,"HMS Analytical Software GmbH The early HMS was founded as a society for applied statistics and programming to develop customized analytical applications using proprietary and open statistical packages. The combination of software engineering and statistics made HMS successful and unique. Over the years, HMS partnered with SAS and Microsoft to further evolve as an analytic and business intelligence systems integrator company. Nowadays HMS has become a professional full-service solution provider in data science and is enabling highly-specialized business processes in certain industries by means of data analysis and appropriate IT systems. SAS ON AZURE Having a cloud strategy is crucial for most enterprise companies. Enterprise Clients use SAS Platforms on-premise, but see the potential to move the SAS platform to the cloud. But SAS on Azure is not just running Virtual Machines in the cloud. A common requirement is the integration of SAS with Azure Services and third party services (which have been e.g. also used on-prem). That means the SAS platform needs to be adapted to the cloud in terms of scalability, performance, usability, security, and so on. HMS is bridging the gap between SAS and Microsoft. HMS is a Gold SAS Partner and a Gold Partner Microsoft for Cloud, Data Analytics and ISV. That means we are certified and capable to consult and support both technologies. HMS supported and currently support clients with a lift and shift of SAS to Azure in different industries such as Manufacturing, Finance, Insurance and Life Sciences. In a nutshell we are supporting from Evaluation, Differentiation, Sizing, Cost Assumptions, PoC, Installation, Configuration and Integration of SAS on Azure.",Consulting,"Analytics, Data Management, Visualization",Germany,"SAS Certified Statistical Business Analyst Using SAS 9 Regression and Modeling, SAS Certified Base Programmer for SAS 9, SAS Certified Visual Analytics Deployment Specialist Using SAS 9 Certification Exam, SAS Certified Predictive Modeler using Enterprise Miner 13, SAS Certified Visual Business Analyst Exploration and Design Using SAS Visual Analytics, SAS Certified Advanced Programmer for SAS 9",,,Sell With,"Financial Services, Health Care and Life Sciences, Manufacturing, Media and Entertainment, Retail, Energy and Utilities, Pharmaceutical, Insurance, Agriculture, Aerospace, Telecommunications","German, English",https://www.sas.com/en_us/partners/find-a-partner/all-partners/311.html
Horizon Computer Solutions Inc,,Reseller,,Canada,,,,Reseller,,English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11432.html
HORTONWORKS FRANCE,,,,,,,,,,,http://www.sas.com/partners/directory/hortonworks/index.html
Hot ITem BV,,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6993.html
Houston Analytics AB (sweden),,Reseller,,"Denmark, Estonia, Finland, Lithuania, Latvia, Norway, Sweden",,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11632.html
Houston Analytics ApS (Denmark),,Reseller,,"Denmark, Estonia, Finland, Lithuania, Latvia, Norway, Sweden",,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11639.html
Houston Analytics Oy (finland),,Reseller,,"Denmark, Estonia, Finland, Lithuania, Latvia, Norway, Sweden",,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11629.html
HP Enterprise Services UK Ltd (EDS),,Technology,,United Kingdom,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/4086.html
HPT Vietnam Corporation,"Founded on January 13, 1995, HPT Vietnam Corporation has 25 year experience of mastering and implementing advanced ICT technologies for customers in Vietnam and worldwide. HPT has now developed throughout Vietnam and gradually reached the world market: Headquarter is in Ho Chi Minh City, other Branches in Hanoi, Da Nang and Cambodia.
With the business philosophy of capacity, dedication to customers, close cooperation with the world's leading IT firms, HPT has accelerated businesses and organizations throughout Vietnam to apply advanced ICT solutions and services. Therefore, it brought practical effects to all key sectors of the economy as well as supporting the management of state agencies.",Reseller,"Analytics, Data Management",Vietnam,,"Customer Intelligence, Fraud (Security Intelligence), Risk Management",,Reseller,"Public Sector/Government, Manufacturing, Telecommunications, Financial Services",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/4859.html
Hsolutions Ltd (Fi),,Consulting,,,,,,Sell With,,"Finnish, English",https://www.sas.com/en_us/partners/find-a-partner/all-partners/11881.html
HUMA-H TECNOLOGIA DA INFORMACAO EIRELI,,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11575.html
Humaitrix,,,,,,,,,,,https://www.turnkeyrisk.com/
Human Robot Analysis Inc,,Consulting,,Japan,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9952.html
Humanware Co Ltd,,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9844.html
HYVE Technology Consulting,,Consulting,,Egypt,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9073.html
I-Cell Kft.,,Reseller,,Hungary,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11435.html
I.C.S. RELIABLE SOLUTIONS DISTRIBUTOR SRL S.A.,,Reseller,,"Moldova, Republic of, Romania",,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13826.html
i3 Consulting (UAE),,Reseller,,Bahrain,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6562.html
IASON ITALIA SRL,,Consulting,,Italy,,,,Sell With,,"English, Italian",https://www.sas.com/en_us/partners/find-a-partner/all-partners/11922.html
Ibertech Formacion SL,,Reseller,,Spain,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6702.html
IBL UNISYS (PVT.) LIMITED,IBL Unisys is a leading solutions and service provider in the field of technology. ,Reseller,"Analytics, Data Management, Visualization",Pakistan,,"Analytic Modernization, Customer Intelligence, Fraud (Security Intelligence), Risk Management",,Reseller,"Public Sector/Government, Financial Services, Retail, Manufacturing, Telecommunications, Pharmaceutical, Energy and Utilities",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10876.html
IBM Corporation,,,,,,,,,,,http://www.sas.com/partners/directory/ibm/index.html
"IBM Japan, Ltd",,,,,,,,,,,http://www.sas.com/partners/directory/ibm/index.html
IBM Norge AS,,,,,,,,,,,http://www.sas.com/partners/directory/ibm/index.html
IBM UK Ltd,,,,,,,,,,,http://www.sas.com/partners/directory/ibm/index.html
ICONSULTING S.r.l.,,Consulting,,Italy,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/4675.html
Idrak,,Reseller,,Qatar,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6434.html
