Name,Description,Type,Business Topic,Geography,Certifications,Additional Experience,Diversity,Engagement Model,Industries,Languages,URL
Boya Software Co Ltd,"Boya was founded in 1992, has over 25 years operations. It has focus on Financial service, insurance, and Energy, government.",Reseller,,China,,,,Reseller,"Public Sector/Government, Insurance, Energy and Utilities",,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8570.html
BRAINCUBE,,Consulting,,,,,,Sell With,,French,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13338.html
Brevio Poslovno Savetovanje,,Reseller,,Slovenia,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9178.html
"BridgeTree, LLC",,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/1562.html
Bright BI Informatika Korlátolt Felelösségü Társaság,,Consulting,,Hungary,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13374.html
Britenet Sp. z o.o.,,Reseller,,Poland,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7791.html
Broad Business Consulting,,Reseller,,,,,,Reseller,,"English, Spanish",https://www.sas.com/en_us/partners/find-a-partner/all-partners/7561.html
BRQ Soluções em Informática S/A,,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/12156.html
BSCE Tanácsadó és Informatikai Kft.,,Consulting,,Hungary,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8181.html
BTS Technology LLC,,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8775.html
Building Clarity,,,,,,,,,,,https://www.sas.com/en_us/partners/find-a-partner/alliance-partners/building-clarity.html
Bunsekiya Co Ltd,,Consulting,,Japan,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7912.html
Business & Decision (Belgium),"B&D intervenes everywhere in the value chain of projects. From the upstream studies phases (ideation, strategy, thought leadership ...) to the realisation of projects (design, architecture, development, implementation...) and their exploitation (T&M, operations), and in all vertical sectors (Banking, Insurance, Retail, Automotive, etc.) and in all functional areas (Finance, Marketing, Sales, HR, Logistics, etc.), our consultants guide and help our clients at any stage of data driven project. B&D has also a complete set of competencies to assist organizations in their necessary digital transformation. ",Reseller,"Analytics, Data Management, Visualization",Belgium,SAS Certified Base Programmer for SAS 9,,,Reseller,"Financial Services, Public Sector/Government","English, French, Dutch",https://www.sas.com/en_us/partners/find-a-partner/all-partners/3530.html
Business & Decision (France),,Reseller,,France,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/117.html
Business & Decision (Poland),,Consulting,,Poland,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6108.html
Business & Decision (US),,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8521.html
Business Data Partners Ltd,"Business Data Partners (BDP) is a niche Data Management & Analytics consultancy with all the excitement and agility of a new company but with roots and partnerships going back to 1997. BDP has successfully partnered with leading financial services, life & pensions, public and private sector clients, helping them gain valuable insight into their data and providing analytical reporting to help them achieve their strategic objectives. ",Consulting,Analytics,United Kingdom,SAS Certified Base Programmer for SAS 9,Risk Management,,Sell With,Financial Services,English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8170.html
BUSINESS ENGINEERING CORPORATION,,Reseller,,Japan,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/12752.html
BUSINESS INTEGRATION PARTNERS S.p.A. (BIP),,Consulting,,Italy,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/4318.html
Business Performance Solutions (Pty) Ltd,,Reseller,,"Botswana, South Africa",,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/2669.html
Business Performance Solutions (Pty) Ltd (NG),,Reseller,,Botswana,,,,Reseller,,English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/14279.html
Businessolutions LLC,,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6814.html
Butterfly Data (Canada),,Reseller,,Canada,,,,Reseller,,English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11854.html
Butterfly Data (UK),"Butterfly Data is a data management consultancy based in Wales, helping organisations transform their data into actionable intelligence, by: • Adopting information management best practice • Identifying hidden value and insights within data • Enabling optimal decision making based on all the information available • Tracing decisions through to their expected impacts and benefits We believe that the proper use of data allows people to make informed and accountable decisions, leading to a fairer world and a brighter future for all. ",Consulting,"Analytics, Data Management, Visualization","United Kingdom, Ireland","SAS Certified Base Programmer for SAS 9, SAS Certified Advanced Programmer for SAS 9",Analytic Modernization,,Sell With,"Financial Services, Insurance, Public Sector/Government","English, Spanish",https://www.sas.com/en_us/partners/find-a-partner/all-partners/9958.html
BV Tech SpA,,Consulting,,Italy,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5408.html
BYIT (Beijing) Technology Co Ltd,,Reseller,,China,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8580.html
BYS Grup Bilisim Sistemleri Danismanlik TIC. Ltd STI.,"BYS Group, provides consultancy, planning and application services in the fields of project management, IT, statistics, biostatistics and energy for its selected business partners on behalf of increasing their brand value and institutional capacity.",Reseller,"Analytics, Data Management, Visualization",Turkey,,"Analytic Modernization, Customer Intelligence, Fraud (Security Intelligence), Risk Management",,Reseller,"Agriculture, Education, Financial Services, Public Sector/Government, Health Care and Life Sciences, Human Resources, Insurance, Pharmaceutical, Telecommunications, Energy and Utilities",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5784.html
BYTEPULS GmbH,,Consulting,,Germany,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5652.html
BYTES & PIECES LDA,"Complete Enterprise Solutions (CES) and Bytes & Pieces provide Information Technology solutions to companies and organizations. Our focus is on Infrastructure, Communications and Security technologies in hybrid Cloud environments. We currently have operations in Mozambique, Namibia, South Africa and Zambia. ",Reseller,Analytics,"Mozambique, Namibia, Zambia",,Customer Intelligence,,Reseller,"Health Care and Life Sciences, Agriculture, Public Sector/Government","Portuguese, English",https://www.sas.com/en_us/partners/find-a-partner/all-partners/10193.html
C S G Inc,,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9004.html
C&F EMEA GmbH,,Consulting,,Germany,,,,Sell With,,"English, German",https://www.sas.com/en_us/partners/find-a-partner/all-partners/13726.html
C.A.G MER Consulting,,Reseller,,Sweden,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5573.html
Cache Consulting,,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9868.html
Cached Consulting LLC,,Consulting,,"Georgia, United States",,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8386.html
"Cachengo, Inc.",Smarter storage at the Edge.,PSD Third Party,,,,,,Delivery Partner,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13320.html
