Name,Description,Type,Business Topic,Geography,Certifications,Additional Experience,Diversity,Engagement Model,Industries,Languages,URL
Gractor Inc,,Consulting,,"Korea, Republic of",,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9216.html
Grant Thornton SLP,,Consulting,,Spain,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8793.html
Green Koncepts Pte Ltd,,Consulting,,Singapore,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8337.html
GRG Consulting Sdn Bhd,,Consulting,,Malaysia,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8640.html
GRG Consulting SHD Bhd,,Reseller,,Singapore,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8850.html
Groto Co Ltd,,Consulting,,"Korea, Republic of",,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9553.html
GROUPE ESTIA,,Reseller,,France,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6635.html
GROUPE NOVENCIA,,Reseller,,France,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8572.html
Grunet,,Consulting,,"Korea, Republic of",,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8183.html
Grupo Matsuma S.A de C.V. (MEX),,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/14147.html
Grupo Mercel,,Reseller,,Argentina,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7599.html
GrupoFBM - Financial Business Maker,,Reseller,,Brazil,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5013.html
GRUPPO PSC SPA,,Consulting,,Italy,,,,Sell With,,"English, Italian",https://www.sas.com/en_us/partners/find-a-partner/all-partners/13678.html
GS Consulting (Gesteem) (Czech Republic),,Reseller,,Czechia,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11155.html
GS Consulting (Gesteem) (Slovakia),,Reseller,,Slovakia,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11158.html
GTF Analytics Consultoria Empresarial,,Consulting,,Brazil,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10688.html
Guangzhou Brilliant Business Solution Ltd,,Reseller,,China,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/4804.html
Gunnison Consulting Group Inc,,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11773.html
Habber Tec Portugal - Servicos e Tecnologia Para Business Inteligence SA,Information technology company who provides expertise and services in the Analytics and Artificial Intelligence areas.,Consulting,"Analytics, Data Management, Visualization",Portugal,,"Analytic Modernization, Customer Intelligence, Fraud (Security Intelligence), Risk Management",,Sell With,"Manufacturing, Agriculture, Health Care and Life Sciences, Energy and Utilities, Insurance, Hospitality, Pharmaceutical, Financial Services, Telecommunications, Media and Entertainment, Aerospace, Retail, Education","Portuguese, Spanish, English",https://www.sas.com/en_us/partners/find-a-partner/all-partners/8637.html
Habib Consultants Limited,,Consulting,,Canada,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5693.html
HAND Enterprise Solutions Co Ltd,,Reseller,,China,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11176.html
Hanning Yuanyang (Beijing) Photoelectric Technology Co Ltd,,Reseller,,China,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10754.html
Happyr AB,,Consulting,,Sweden,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11302.html
Harpa Italia Srl,,Reseller,,Italy,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9672.html
Hba Consultoria e Assessoria Empresarial Ltda,,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11146.html
HCL (Australia),,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9367.html
