Name,Description,Type,Business Topic,Geography,Certifications,Additional Experience,Diversity,Engagement Model,Industries,Languages,URL
Datacentrix,"Datacentrix is one of South Africa's leading empowered services-led solution integrators. The company?s focus is the provision of infrastructure and business solutions, including cloud computing, high-end storage and security, outsourcing and other related IT services. Datacentrix is one of the most highly skilled and certified business partners for a number of leading international and local vendors.",Reseller,"Data Management, Visualization",South Africa,,,,Reseller,"Education, Financial Services, Public Sector/Government, Health Care and Life Sciences, Insurance, Manufacturing, Media and Entertainment, Pharmaceutical, Retail, Telecommunications, Energy and Utilities, Agriculture, Aerospace, Hospitality",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6319.html
DataCeutics Inc,"Navitas Data Sciences, formerly DataCeutics, is the Functional Service Provider division of Navitas Life Sciences. Our focus is Biostatistics, Statistical Programming, and Data Management. Our goal is to provide high-quality, innovative, and compliant data services. Our employees, located in the US and India, are highly experienced with an average of 19 years in the US and 8 years in India. Our outstanding employee recruitment and retention program have contributed to 96% employee satisfaction and a 95% retention rate. These contributions, along with our outstanding project management and skills, provide our clients globally with extraordinary experiences. ",Consulting,"Analytics, Data Management, Visualization","Canada, United States","SAS Certified Base Programmer for SAS 9, SAS Certified Advanced Programmer for SAS 9",,Small Business,Sell With,"Health Care and Life Sciences, Pharmaceutical",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/193.html
Datacurate Technologies (UK) Ltd,,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/14273.html
Datacurate Technologies LLP,,Consulting,,India,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/12327.html
"Datadirect Networks, Inc. (DDN)",,Ecosystem,,,,,,Data Management,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13263.html
DataFanatix (Pty) Ltd,,Consulting,,South Africa,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8089.html
Datalab GmbH,"We have many years of experience as a loyalty provider focused on loyalty and campaigns, customer analytics, capital activation and project, process and change management. We put your customers at the heart of your company and assist you in the design and control of your marketing mix. Likewise, we develop integrated customer strategies to suit your product and product mix, pricing strategy, and your sales and communication strategies.",Consulting,"Analytics, Data Management, Visualization",Germany,,"Analytic Modernization, Customer Intelligence",,Sell With,,"English, French, German, Italian, Norwegian, Polish, Swedish",https://www.sas.com/en_us/partners/find-a-partner/all-partners/8161.html
Dataloop SA de CV,,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11696.html
Datalytics,,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11681.html
Datametric,,Reseller,,France,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/3787.html
datametrix AG,,Consulting,,Switzerland,,,,,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5452.html
"DatAnalitica, SRL",Convertimos datos en estrategias ,Reseller,"Data Management, Visualization","Antigua and Barbuda, Anguilla, Argentina, Aruba, Barbados, Bermuda, Bolivia, Brazil, Bahamas, Belize, Chile, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Algeria, Ecuador, Falkland Islands (Malvinas), Grenada, French Guiana, Guadeloupe, South Georgia and the South Sandwich Islands, Guatemala, Guyana, Honduras, Haiti, Jamaica, Saint Kitts and Nevis, Cayman Islands, Saint Lucia, Martinique, Montserrat, Mexico, Nicaragua, Netherlands, Panama, Peru, Puerto Rico, Paraguay, Suriname, El Salvador, Turks and Caicos Islands, Trinidad and Tobago, Uruguay, Saint Vincent and the Grenadines, Venezuela, Virgin Islands, British, Virgin Islands, U.S.","SAS Certified Base Programmer for SAS 9, SAS Certified Data Integration Developer for SAS 9, SAS Certified Platform Administrator for SAS 9, SAS Certified Visual Business Analyst Exploration and Design Using SAS Visual Analytics, SAS Certified Advanced Programmer for SAS 9","Analytic Modernization, Customer Intelligence","Minority Disadvantaged Small Business, Minority-Owned, Minority Small Business",Reseller,"Financial Services, Public Sector/Government, Manufacturing","English, Spanish",https://www.sas.com/en_us/partners/find-a-partner/all-partners/5968.html
Datang Telecom Convergence Communications Co Ltd,,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11338.html
Datapac s.r.o.,,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7613.html
DataRich Consulting LLC,,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9612.html
Datasat Communications Ltd,Datasat has been in business for over 30 years providing principally innovative Satellite Communications Solutions to Enterprise and Government Customers Globally. It is a long standing Intelsat Partner. It is also an Intel distribution and development partner. The company was founded in the 1980’s initially to provide an innovative solution for real-time global distribution of Stock Market Prices for the London Stock Exchange. Datasat has delivered solutions in over 160 countries often in challenging conditions.,Ecosystem,,,,,,IoT Partner,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10033.html
