Name,Description,Type,Business Topic,Geography,Certifications,Additional Experience,Diversity,Engagement Model,Industries,Languages,URL
Linktera Information Technologies (Turkey),,Consulting,,"Albania, Bosnia and Herzegovina, Croatia, North Macedonia",,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9227.html
Lippert Kft.,,Reseller,,Hungary,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13911.html
Lisicki - Litvin y Asociados (Argentina),,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/14294.html
LITMUS DATATECH LIMITED,,Consulting,,New Zealand,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/12126.html
LL Consultores S.A. (Paraguay),,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/14297.html
"Locus Telecommunications., Ltd.",,Reseller,,Thailand,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5917.html
Logical Servicos de Informatica Ltda,,Consulting,,Brazil,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5022.html
Logicalis Colombia SAS,,Reseller,,Colombia,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9614.html
Login IT Solutions,,Reseller,,Paraguay,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10268.html
Loihde Analytics Oy,,Reseller,,Finland,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/830.html
Long View Systems,,Reseller,,Canada,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7721.html
Longleaf Analytics LLC,,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10867.html
Looking Glass Analytics,,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/470.html
"Loqate, a GBG Solution","SAS and Loqate have been strategic partners for over 12 years with Loqate’s Global Address Verification solution integrated into DataFlux, and now Viya, with enhanced Email and Phone Verification, Geocoding and Postal Certifications (CASS/SERP/AMAS).
SAS Viya Address, Email, and Phone Verification, with Geocoding, Transliteration and Postal Certifications, lets you verify, standardize and enrich data from any country and territory in the world from within SAS Studio on the Viya® platform.
•	Provides a single add-on data verification and enrichment solution to manage raw data from any country and territory in the world 
•	Resolves address, geocode, email & phone data quality issues, supporting the rigorous DataOps and ModelOps processes so critical to the entire analytics life cycle
•	Pre-integrated with SAS Studio on the Viya Platform and available via an integrated API from Loqate, licensed by Loqate directly to SAS customers",Ecosystem,Data Management,,,"Customer Intelligence, Fraud (Security Intelligence), Risk Management",,Data Management,"Health Care and Life Sciences, Human Resources, Public Sector/Government, Hospitality, Financial Services, Insurance, Education, Retail","French, Norwegian, English, Italian, Portuguese",https://www.sas.com/en_us/partners/find-a-partner/all-partners/12017.html
Lucid Analytics Corp,Lucid Analytics provides expert SAS consulting services for implementing SAS software in data warehousing/BI environments across a variety of industries.,Reseller,,"Canada, United States",,,"Woman Owned, Woman-Owned Small Business",Reseller,"Financial Services, Health Care and Life Sciences, Insurance, Pharmaceutical, Retail, Telecommunications, Energy and Utilities","English, Spanish",https://www.sas.com/en_us/partners/find-a-partner/all-partners/926.html
Luminare Data LLC,,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8450.html
Lumnion,,Consulting,,Turkey,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9310.html
"Lund International, Inc.",,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7859.html
LUTECH S.p.A.,"Lutech is an Italian leader and European player in ICT services and solutions, supporting the Digital Evolution of his Clients, enabling them to work easier, reaching their goals and evolving their business.",Reseller,Analytics,Italy,,,,Reseller,,"Italian, English",https://www.sas.com/en_us/partners/find-a-partner/all-partners/2588.html
LYNX,,Reseller,,Slovakia,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7633.html
M2C Consulting & Procedures SL,"M2C es una compañía de capital 100% español, que ofrece servicios de consultoría de tecnologías de la información, desarrollo e integración de soluciones informáticas y outsourcing de procesos de negocio. Desarrollamos nuestra actividad en grandes cuentas de los sectores de Telecomunicaciones, Seguros, Entidades Financieras, Administraciones Públicas, Industria y Utilities. Acompañamos a todas ellas facilitando la adaptación de sus procesos de negocio a la realidad actual y la gestión del ciclo de vida de sus propios clientes. Para M2C, la consultoría y la tecnología adquieren su sentido pleno cuando se convierten en las herramientas que permite al cliente ser el más competitivo y optimizar el servicio que presta a sus propios clientes. Esta filosofía, junto con la ilusión por solucionar los problemas y las necesidades de nuestros clientes, y la capacidad de prever situaciones futuras, son nuestros principales valores.",Reseller,,Spain,,,,Reseller,,"English, Spanish",https://www.sas.com/en_us/partners/find-a-partner/all-partners/5211.html
M3c Consultoria EM Gestão Empresarial Ltda,,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/12758.html
"Maat Asesores, S.C. (Mexico)",,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/14303.html
"Macannie, Inc.",,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13164.html
MACROVENTION SDN. BHD.,,Reseller,,Malaysia,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/12865.html
Maestro Consulting (PTY) Ltd,,Reseller,,South Africa,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8917.html
MAG Aerospace,,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11961.html
"Magnitude Software, Inc","Simba technology is the essential link between front-end business intelligence applications and back-end data servers, ensuring data is available for use anytime, anywhere. Real-time and standards-based, Simba’s solutions for enterprises and ISVs enable data source connectivity with legacy and next-generation BI, analytics and reporting tools.",Ecosystem,,,,,,Data Management,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10593.html
"Magpie Health Analytics, Inc.","Magpie Health Analytics helps government and commercial healthcare organizations use analytics to make decisions. Magpie is unique because of our focus. Our team is made up of experts with 10-20 years of experience in the health analytics field. Our team knows healthcare data, knows the right analytic methods and measures to use, and is good at simplifying the complex to integrate it with your decision-making process.",Consulting,"Analytics, Data Management, Visualization",United States,,,,Sell With,"Health Care and Life Sciences, Public Sector/Government",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10847.html
Mainline Information Systems Inc,Mainline Information Systems was founded in 1989 and has become a global provider of information technology and e-business solutions.,Reseller,,"Puerto Rico, United States",,,,Reseller,"Aerospace, Education, Financial Services, Public Sector/Government, Health Care and Life Sciences, Insurance, Manufacturing, Media and Entertainment, Pharmaceutical, Retail","English, Spanish",https://www.sas.com/en_us/partners/find-a-partner/all-partners/1364.html
MAINSTREAM DOO BEOGRAD,,Reseller,,"Bosnia and Herzegovina, Croatia, Slovenia, Serbia",,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13241.html
Majaro InfoSystems Inc,"MAJARO provides Clinical Data Management Software and CRO services to the biotechnology, pharmaceutical, medical device and CRO services industries.  MAJARO's flagship product, ClinAccess, is the leading SAS-based Clinical Data Management System.",Reseller,,"Canada, Georgia, United States",,,,Reseller,"Health Care and Life Sciences, Pharmaceutical",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/412.html
Major Bit Consulting Srl,,Consulting,,Italy,,,,Sell With,,"Italian, English",https://www.sas.com/en_us/partners/find-a-partner/all-partners/7120.html
Mannai,,Reseller,,Qatar,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5612.html
Manta Tools,"MANTA is a platform for lineage.  MANTA enables enterprises to achieve end-to-end lineage by providing solutions for parsing complex SQL, ETL programs, business intelligence reports and other kinds of metadata to represent and visualize data lineage.",Ecosystem,,,,,,Data Management,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11723.html
MapR Technologies (US),,Technology,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7087.html
Marco Technology Company Limited,,Reseller,,Thailand,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10211.html
Marianne Kaplan AB,,Reseller,,Sweden,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7744.html
Marketdata Solutions,,Consulting,,,,,,MASP,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9350.html
Marketinghub AG,,Consulting,,Switzerland,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7963.html
