Name,Description,Type,Business Topic,Geography,Certifications,Additional Experience,Diversity,Engagement Model,Industries,Languages,URL
INFORMATION WORKS  Unternehmensberatung & Informationssysteme GmbH,,Consulting,,"Germany, Spain",,,,Sell With,"Financial Services, Public Sector/Government, Health Care and Life Sciences, Human Resources, Insurance, Manufacturing, Pharmaceutical, Retail, Energy and Utilities","English, German, Spanish",https://www.sas.com/en_us/partners/find-a-partner/all-partners/3886.html
Infosearch Limited,"INFOSEARCH Marketing Research & Consultancy, is one of the leading market research agencies in Thailand, distinguished by a highly professional reputation and broad research expertise, which have brought us consistent growth and stable profits. INFOSEARCH was founded 1996, and has grown to become, today, the second largest Thai local MR company in Thailand and 9th in the overall national ranking. ",Reseller,"Analytics, Data Management, Visualization",Thailand,,"Analytic Modernization, Customer Intelligence",,Reseller,Education,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13152.html
Infosys (Australia),,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6412.html
Infosys (US),,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9194.html
Infosys Technologies Ltd (India),,Consulting,,India,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6355.html
InfoTech Marketing Inc,We specialize in predictive analytics and forecasting. We've helped many diverse companies with SAS applications.,Consulting,,United States,,,,Sell With,"Financial Services, Media and Entertainment, Telecommunications",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/2534.html
InfoTrace v.o.f.,,Consulting,,Netherlands,,,,,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/2251.html
INFOTREK," Infotrek is a SAS Gold Partner, and supports SAS with excellence within Data Management, Visualization, Customer Intelligence and Analysis. We are also on the cutting edge of SAS Visual Analytics.  

",Reseller,"Analytics, Data Management, Visualization",Sweden,"SAS Certified Data Quality Steward for SAS 9, SAS Certified Visual Analytics Deployment Specialist Using SAS 9 Certification Exam, SAS Certified Statistical Business Analyst Using SAS 9 Regression and Modeling, SAS Certified Platform Administrator for SAS 9, SAS Certified Visual Business Analyst Exploration and Design Using SAS Visual Analytics, SAS Certified Data Integration Developer for SAS 9, SAS Certified Base Programmer for SAS 9","Analytic Modernization, Customer Intelligence, Risk Management",,Reseller,"Financial Services, Public Sector/Government, Health Care and Life Sciences, Manufacturing, Retail, Telecommunications, Energy and Utilities, Hospitality, Media and Entertainment, Pharmaceutical","English, Swedish",https://www.sas.com/en_us/partners/find-a-partner/all-partners/1308.html
Infront Inc,,Consulting,,Japan,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13170.html
Ingeniosi,,Reseller,,Mexico,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9115.html
INGIMA FRANCE,,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/12441.html
Inisis Integracije Informacijskih Sistemov doo,,Reseller,,Slovenia,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9541.html
Init Inc,,Consulting,,"Korea, Republic of",,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7079.html
"INNETIC, s.r.o.",,Consulting,,Czechia,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13558.html
Innosoft Corporation,,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13039.html
Innova-TSN (Colombia),,Reseller,,Colombia,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/12345.html
Innova-TSN (Spain),,Reseller,,"Spain, United Kingdom, Turkey",,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/3544.html
